GreekToken,ExchangeToken,ExchangeSegMent,Series/InstType,Symbol,Description,ExpiryDate,OptionType,StrikePrice,TickSize,LotSize,TradingSymbol,SymbolWithExpiry
102165662,165662,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 580,30MAR2026,CE,580.00,0.05,1125,VBL26330580CE,VBL30MAR580CE
102165663,165663,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 580,30MAR2026,PE,580.00,0.05,1125,VBL26330580PE,VBL30MAR580PE
102165664,165664,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 590,30MAR2026,CE,590.00,0.05,1125,VBL26330590CE,VBL30MAR590CE
102165665,165665,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 590,30MAR2026,PE,590.00,0.05,1125,VBL26330590PE,VBL30MAR590PE
102165666,165666,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 600,30MAR2026,CE,600.00,0.05,1125,VBL26330600CE,VBL30MAR600CE
102165667,165667,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 600,30MAR2026,PE,600.00,0.05,1125,VBL26330600PE,VBL30MAR600PE
102165668,165668,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 610,30MAR2026,CE,610.00,0.05,1125,VBL26330610CE,VBL30MAR610CE
102165669,165669,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 610,30MAR2026,PE,610.00,0.05,1125,VBL26330610PE,VBL30MAR610PE
102165670,165670,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 620,30MAR2026,CE,620.00,0.05,1125,VBL26330620CE,VBL30MAR620CE
102165671,165671,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 620,30MAR2026,PE,620.00,0.05,1125,VBL26330620PE,VBL30MAR620PE
102165672,165672,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 630,30MAR2026,CE,630.00,0.05,1125,VBL26330630CE,VBL30MAR630CE
102165673,165673,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 630,30MAR2026,PE,630.00,0.05,1125,VBL26330630PE,VBL30MAR630PE
102165674,165674,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 640,30MAR2026,CE,640.00,0.05,1125,VBL26330640CE,VBL30MAR640CE
102165675,165675,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 640,30MAR2026,PE,640.00,0.05,1125,VBL26330640PE,VBL30MAR640PE
102165676,165676,NSEFO,OPTSTK,VBL,VBL 30MAR26 CE 660,30MAR2026,CE,660.00,0.05,1125,VBL26330660CE,VBL30MAR660CE
102165677,165677,NSEFO,OPTSTK,VBL,VBL 30MAR26 PE 660,30MAR2026,PE,660.00,0.05,1125,VBL26330660PE,VBL30MAR660PE
102165680,165680,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1570,28APR2026,CE,1570.00,0.05,400,UNITDSPR264281570CE,UNITDSPR28APR1570CE
102165681,165681,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1570,28APR2026,PE,1570.00,0.05,400,UNITDSPR264281570PE,UNITDSPR28APR1570PE
102165682,165682,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1590,28APR2026,CE,1590.00,0.05,400,UNITDSPR264281590CE,UNITDSPR28APR1590CE
102165683,165683,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1590,28APR2026,PE,1590.00,0.05,400,UNITDSPR264281590PE,UNITDSPR28APR1590PE
102165684,165684,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1610,28APR2026,CE,1610.00,0.05,400,UNITDSPR264281610CE,UNITDSPR28APR1610CE
102165685,165685,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1610,28APR2026,PE,1610.00,0.05,400,UNITDSPR264281610PE,UNITDSPR28APR1610PE
102165686,165686,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1630,28APR2026,CE,1630.00,0.05,400,UNITDSPR264281630CE,UNITDSPR28APR1630CE
102165687,165687,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1630,28APR2026,PE,1630.00,0.05,400,UNITDSPR264281630PE,UNITDSPR28APR1630PE
102165688,165688,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1650,28APR2026,CE,1650.00,0.05,400,UNITDSPR264281650CE,UNITDSPR28APR1650CE
102165689,165689,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1650,28APR2026,PE,1650.00,0.05,400,UNITDSPR264281650PE,UNITDSPR28APR1650PE
102165690,165690,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1670,28APR2026,CE,1670.00,0.05,400,UNITDSPR264281670CE,UNITDSPR28APR1670CE
102165691,165691,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1670,28APR2026,PE,1670.00,0.05,400,UNITDSPR264281670PE,UNITDSPR28APR1670PE
102165692,165692,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1690,28APR2026,CE,1690.00,0.05,400,UNITDSPR264281690CE,UNITDSPR28APR1690CE
102165693,165693,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1690,28APR2026,PE,1690.00,0.05,400,UNITDSPR264281690PE,UNITDSPR28APR1690PE
102165694,165694,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1710,28APR2026,CE,1710.00,0.05,400,UNITDSPR264281710CE,UNITDSPR28APR1710CE
102165695,165695,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1710,28APR2026,PE,1710.00,0.05,400,UNITDSPR264281710PE,UNITDSPR28APR1710PE
102165696,165696,NSEFO,OPTSTK,RVNL,RVNL 30MAR26 CE 405,30MAR2026,CE,405.00,0.05,1525,RVNL26330405CE,RVNL30MAR405CE
102165697,165697,NSEFO,OPTSTK,RVNL,RVNL 30MAR26 PE 405,30MAR2026,PE,405.00,0.05,1525,RVNL26330405PE,RVNL30MAR405PE
102165698,165698,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1730,28APR2026,CE,1730.00,0.05,400,UNITDSPR264281730CE,UNITDSPR28APR1730CE
102165699,165699,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1730,28APR2026,PE,1730.00,0.05,400,UNITDSPR264281730PE,UNITDSPR28APR1730PE
102165700,165700,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1750,28APR2026,CE,1750.00,0.05,400,UNITDSPR264281750CE,UNITDSPR28APR1750CE
102165701,165701,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1750,28APR2026,PE,1750.00,0.05,400,UNITDSPR264281750PE,UNITDSPR28APR1750PE
102165702,165702,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1770,28APR2026,CE,1770.00,0.05,400,UNITDSPR264281770CE,UNITDSPR28APR1770CE
102165703,165703,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1770,28APR2026,PE,1770.00,0.05,400,UNITDSPR264281770PE,UNITDSPR28APR1770PE
102165704,165704,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1820,28APR2026,CE,1820.00,0.05,400,UNITDSPR264281820CE,UNITDSPR28APR1820CE
102165705,165705,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1820,28APR2026,PE,1820.00,0.05,400,UNITDSPR264281820PE,UNITDSPR28APR1820PE
102165706,165706,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1860,28APR2026,CE,1860.00,0.05,400,UNITDSPR264281860CE,UNITDSPR28APR1860CE
102165707,165707,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1860,28APR2026,PE,1860.00,0.05,400,UNITDSPR264281860PE,UNITDSPR28APR1860PE
102165708,165708,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1900,28APR2026,CE,1900.00,0.05,400,UNITDSPR264281900CE,UNITDSPR28APR1900CE
102165709,165709,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1900,28APR2026,PE,1900.00,0.05,400,UNITDSPR264281900PE,UNITDSPR28APR1900PE
102165710,165710,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1940,28APR2026,CE,1940.00,0.05,400,UNITDSPR264281940CE,UNITDSPR28APR1940CE
102165711,165711,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1940,28APR2026,PE,1940.00,0.05,400,UNITDSPR264281940PE,UNITDSPR28APR1940PE
102165712,165712,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 1980,28APR2026,CE,1980.00,0.05,400,UNITDSPR264281980CE,UNITDSPR28APR1980CE
102165713,165713,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 1980,28APR2026,PE,1980.00,0.05,400,UNITDSPR264281980PE,UNITDSPR28APR1980PE
102165714,165714,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 2020,28APR2026,CE,2020.00,0.05,400,UNITDSPR264282020CE,UNITDSPR28APR2020CE
102165715,165715,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 2020,28APR2026,PE,2020.00,0.05,400,UNITDSPR264282020PE,UNITDSPR28APR2020PE
102165716,165716,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 2060,28APR2026,CE,2060.00,0.05,400,UNITDSPR264282060CE,UNITDSPR28APR2060CE
102165717,165717,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 2060,28APR2026,PE,2060.00,0.05,400,UNITDSPR264282060PE,UNITDSPR28APR2060PE
102165718,165718,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 CE 2080,28APR2026,CE,2080.00,0.05,400,UNITDSPR264282080CE,UNITDSPR28APR2080CE
102165719,165719,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 28APR26 PE 2080,28APR2026,PE,2080.00,0.05,400,UNITDSPR264282080PE,UNITDSPR28APR2080PE
102165720,165720,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 840,26MAY2026,CE,840.00,0.05,400,UNITDSPR26526840CE,UNITDSPR26MAY840CE
102165780,165780,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 840,26MAY2026,PE,840.00,0.05,400,UNITDSPR26526840PE,UNITDSPR26MAY840PE
102165781,165781,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 880,26MAY2026,CE,880.00,0.05,400,UNITDSPR26526880CE,UNITDSPR26MAY880CE
102165782,165782,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 880,26MAY2026,PE,880.00,0.05,400,UNITDSPR26526880PE,UNITDSPR26MAY880PE
102165783,165783,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 920,26MAY2026,CE,920.00,0.05,400,UNITDSPR26526920CE,UNITDSPR26MAY920CE
102165784,165784,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 920,26MAY2026,PE,920.00,0.05,400,UNITDSPR26526920PE,UNITDSPR26MAY920PE
102165785,165785,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 960,26MAY2026,CE,960.00,0.05,400,UNITDSPR26526960CE,UNITDSPR26MAY960CE
102165786,165786,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 960,26MAY2026,PE,960.00,0.05,400,UNITDSPR26526960PE,UNITDSPR26MAY960PE
102165787,165787,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1000,26MAY2026,CE,1000.00,0.05,400,UNITDSPR265261000CE,UNITDSPR26MAY1000CE
102165788,165788,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1000,26MAY2026,PE,1000.00,0.05,400,UNITDSPR265261000PE,UNITDSPR26MAY1000PE
102165789,165789,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1040,26MAY2026,CE,1040.00,0.05,400,UNITDSPR265261040CE,UNITDSPR26MAY1040CE
102165790,165790,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1040,26MAY2026,PE,1040.00,0.05,400,UNITDSPR265261040PE,UNITDSPR26MAY1040PE
102165791,165791,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1060,26MAY2026,CE,1060.00,0.05,400,UNITDSPR265261060CE,UNITDSPR26MAY1060CE
102165792,165792,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1060,26MAY2026,PE,1060.00,0.05,400,UNITDSPR265261060PE,UNITDSPR26MAY1060PE
102165793,165793,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1080,26MAY2026,CE,1080.00,0.05,400,UNITDSPR265261080CE,UNITDSPR26MAY1080CE
102165794,165794,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1080,26MAY2026,PE,1080.00,0.05,400,UNITDSPR265261080PE,UNITDSPR26MAY1080PE
102165795,165795,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1100,26MAY2026,CE,1100.00,0.05,400,UNITDSPR265261100CE,UNITDSPR26MAY1100CE
102165796,165796,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1100,26MAY2026,PE,1100.00,0.05,400,UNITDSPR265261100PE,UNITDSPR26MAY1100PE
102165797,165797,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1120,26MAY2026,CE,1120.00,0.05,400,UNITDSPR265261120CE,UNITDSPR26MAY1120CE
102165798,165798,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1120,26MAY2026,PE,1120.00,0.05,400,UNITDSPR265261120PE,UNITDSPR26MAY1120PE
102165799,165799,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1140,26MAY2026,CE,1140.00,0.05,400,UNITDSPR265261140CE,UNITDSPR26MAY1140CE
102165800,165800,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1140,26MAY2026,PE,1140.00,0.05,400,UNITDSPR265261140PE,UNITDSPR26MAY1140PE
102165801,165801,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1160,26MAY2026,CE,1160.00,0.05,400,UNITDSPR265261160CE,UNITDSPR26MAY1160CE
102165802,165802,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 500,30MAR2026,CE,500.00,0.05,1150,VEDL26330500CE,VEDL30MAR500CE
102165803,165803,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 500,30MAR2026,PE,500.00,0.05,1150,VEDL26330500PE,VEDL30MAR500PE
102165804,165804,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 510,30MAR2026,CE,510.00,0.05,1150,VEDL26330510CE,VEDL30MAR510CE
102165805,165805,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 510,30MAR2026,PE,510.00,0.05,1150,VEDL26330510PE,VEDL30MAR510PE
102165806,165806,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 520,30MAR2026,CE,520.00,0.05,1150,VEDL26330520CE,VEDL30MAR520CE
102165807,165807,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 520,30MAR2026,PE,520.00,0.05,1150,VEDL26330520PE,VEDL30MAR520PE
102165808,165808,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 530,30MAR2026,CE,530.00,0.05,1150,VEDL26330530CE,VEDL30MAR530CE
102165809,165809,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 530,30MAR2026,PE,530.00,0.05,1150,VEDL26330530PE,VEDL30MAR530PE
102165810,165810,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 540,30MAR2026,CE,540.00,0.05,1150,VEDL26330540CE,VEDL30MAR540CE
102165811,165811,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 540,30MAR2026,PE,540.00,0.05,1150,VEDL26330540PE,VEDL30MAR540PE
102165812,165812,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 550,30MAR2026,CE,550.00,0.05,1150,VEDL26330550CE,VEDL30MAR550CE
102165813,165813,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 550,30MAR2026,PE,550.00,0.05,1150,VEDL26330550PE,VEDL30MAR550PE
102165814,165814,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 560,30MAR2026,CE,560.00,0.05,1150,VEDL26330560CE,VEDL30MAR560CE
102165815,165815,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 560,30MAR2026,PE,560.00,0.05,1150,VEDL26330560PE,VEDL30MAR560PE
102165816,165816,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 570,30MAR2026,CE,570.00,0.05,1150,VEDL26330570CE,VEDL30MAR570CE
102165817,165817,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 570,30MAR2026,PE,570.00,0.05,1150,VEDL26330570PE,VEDL30MAR570PE
102165818,165818,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 580,30MAR2026,CE,580.00,0.05,1150,VEDL26330580CE,VEDL30MAR580CE
102165819,165819,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 580,30MAR2026,PE,580.00,0.05,1150,VEDL26330580PE,VEDL30MAR580PE
102165820,165820,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 590,30MAR2026,CE,590.00,0.05,1150,VEDL26330590CE,VEDL30MAR590CE
102165821,165821,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 590,30MAR2026,PE,590.00,0.05,1150,VEDL26330590PE,VEDL30MAR590PE
102165822,165822,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 600,30MAR2026,CE,600.00,0.05,1150,VEDL26330600CE,VEDL30MAR600CE
102165823,165823,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 600,30MAR2026,PE,600.00,0.05,1150,VEDL26330600PE,VEDL30MAR600PE
102165824,165824,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 610,30MAR2026,CE,610.00,0.05,1150,VEDL26330610CE,VEDL30MAR610CE
102165825,165825,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 610,30MAR2026,PE,610.00,0.05,1150,VEDL26330610PE,VEDL30MAR610PE
102165826,165826,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 620,30MAR2026,CE,620.00,0.05,1150,VEDL26330620CE,VEDL30MAR620CE
102165827,165827,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 620,30MAR2026,PE,620.00,0.05,1150,VEDL26330620PE,VEDL30MAR620PE
102165828,165828,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 630,30MAR2026,CE,630.00,0.05,1150,VEDL26330630CE,VEDL30MAR630CE
102165829,165829,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 630,30MAR2026,PE,630.00,0.05,1150,VEDL26330630PE,VEDL30MAR630PE
102165830,165830,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 640,30MAR2026,CE,640.00,0.05,1150,VEDL26330640CE,VEDL30MAR640CE
102165831,165831,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 640,30MAR2026,PE,640.00,0.05,1150,VEDL26330640PE,VEDL30MAR640PE
102165832,165832,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 650,30MAR2026,CE,650.00,0.05,1150,VEDL26330650CE,VEDL30MAR650CE
102165833,165833,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 650,30MAR2026,PE,650.00,0.05,1150,VEDL26330650PE,VEDL30MAR650PE
102165834,165834,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 660,30MAR2026,CE,660.00,0.05,1150,VEDL26330660CE,VEDL30MAR660CE
102165835,165835,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 660,30MAR2026,PE,660.00,0.05,1150,VEDL26330660PE,VEDL30MAR660PE
102165836,165836,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 670,30MAR2026,CE,670.00,0.05,1150,VEDL26330670CE,VEDL30MAR670CE
102165837,165837,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 670,30MAR2026,PE,670.00,0.05,1150,VEDL26330670PE,VEDL30MAR670PE
102165838,165838,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 680,30MAR2026,CE,680.00,0.05,1150,VEDL26330680CE,VEDL30MAR680CE
102165839,165839,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 680,30MAR2026,PE,680.00,0.05,1150,VEDL26330680PE,VEDL30MAR680PE
102165840,165840,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 690,30MAR2026,CE,690.00,0.05,1150,VEDL26330690CE,VEDL30MAR690CE
102165841,165841,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 690,30MAR2026,PE,690.00,0.05,1150,VEDL26330690PE,VEDL30MAR690PE
102165842,165842,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 700,30MAR2026,CE,700.00,0.05,1150,VEDL26330700CE,VEDL30MAR700CE
102165843,165843,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 700,30MAR2026,PE,700.00,0.05,1150,VEDL26330700PE,VEDL30MAR700PE
102165844,165844,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 710,30MAR2026,CE,710.00,0.05,1150,VEDL26330710CE,VEDL30MAR710CE
102165845,165845,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 710,30MAR2026,PE,710.00,0.05,1150,VEDL26330710PE,VEDL30MAR710PE
102165846,165846,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 720,30MAR2026,CE,720.00,0.05,1150,VEDL26330720CE,VEDL30MAR720CE
102165847,165847,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 720,30MAR2026,PE,720.00,0.05,1150,VEDL26330720PE,VEDL30MAR720PE
102165848,165848,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 730,30MAR2026,CE,730.00,0.05,1150,VEDL26330730CE,VEDL30MAR730CE
102165849,165849,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 730,30MAR2026,PE,730.00,0.05,1150,VEDL26330730PE,VEDL30MAR730PE
102165850,165850,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 740,30MAR2026,CE,740.00,0.05,1150,VEDL26330740CE,VEDL30MAR740CE
102165851,165851,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 740,30MAR2026,PE,740.00,0.05,1150,VEDL26330740PE,VEDL30MAR740PE
102165852,165852,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 750,30MAR2026,CE,750.00,0.05,1150,VEDL26330750CE,VEDL30MAR750CE
102165853,165853,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 750,30MAR2026,PE,750.00,0.05,1150,VEDL26330750PE,VEDL30MAR750PE
102165854,165854,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 760,30MAR2026,CE,760.00,0.05,1150,VEDL26330760CE,VEDL30MAR760CE
102165855,165855,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 760,30MAR2026,PE,760.00,0.05,1150,VEDL26330760PE,VEDL30MAR760PE
102165856,165856,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 770,30MAR2026,CE,770.00,0.05,1150,VEDL26330770CE,VEDL30MAR770CE
102165857,165857,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 770,30MAR2026,PE,770.00,0.05,1150,VEDL26330770PE,VEDL30MAR770PE
102165858,165858,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 780,30MAR2026,CE,780.00,0.05,1150,VEDL26330780CE,VEDL30MAR780CE
102165859,165859,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 780,30MAR2026,PE,780.00,0.05,1150,VEDL26330780PE,VEDL30MAR780PE
102165860,165860,NSEFO,OPTSTK,RVNL,RVNL 30MAR26 CE 470,30MAR2026,CE,470.00,0.05,1525,RVNL26330470CE,RVNL30MAR470CE
102165861,165861,NSEFO,OPTSTK,RVNL,RVNL 30MAR26 PE 470,30MAR2026,PE,470.00,0.05,1525,RVNL26330470PE,RVNL30MAR470PE
102165862,165862,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 800,30MAR2026,CE,800.00,0.05,1150,VEDL26330800CE,VEDL30MAR800CE
102165863,165863,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 800,30MAR2026,PE,800.00,0.05,1150,VEDL26330800PE,VEDL30MAR800PE
102165864,165864,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 820,30MAR2026,CE,820.00,0.05,1150,VEDL26330820CE,VEDL30MAR820CE
102165865,165865,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 820,30MAR2026,PE,820.00,0.05,1150,VEDL26330820PE,VEDL30MAR820PE
102165866,165866,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 CE 840,30MAR2026,CE,840.00,0.05,1150,VEDL26330840CE,VEDL30MAR840CE
102165867,165867,NSEFO,OPTSTK,VEDL,VEDL 30MAR26 PE 840,30MAR2026,PE,840.00,0.05,1150,VEDL26330840PE,VEDL30MAR840PE
102165870,165870,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1160,26MAY2026,PE,1160.00,0.05,400,UNITDSPR265261160PE,UNITDSPR26MAY1160PE
102165871,165871,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1180,26MAY2026,CE,1180.00,0.05,400,UNITDSPR265261180CE,UNITDSPR26MAY1180CE
102165916,165916,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1180,26MAY2026,PE,1180.00,0.05,400,UNITDSPR265261180PE,UNITDSPR26MAY1180PE
102165917,165917,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1200,26MAY2026,CE,1200.00,0.05,400,UNITDSPR265261200CE,UNITDSPR26MAY1200CE
102165918,165918,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 PE 1200,26MAY2026,PE,1200.00,0.05,400,UNITDSPR265261200PE,UNITDSPR26MAY1200PE
102165919,165919,NSEFO,OPTSTK,UNITDSPR,UNITDSPR 26MAY26 CE 1220,26MAY2026,CE,1220.00,0.05,400,UNITDSPR265261220CE,UNITDSPR26MAY1220CE
102165924,165924,NSEFO,OPTSTK,VOLTAS,VOLTAS 30MAR26 CE 960,30MAR2026,CE,960.00,0.05,375,VOLTAS26330960CE,VOLTAS30MAR960CE
102165925,165925,NSEFO,OPTSTK,VOLTAS,VOLTAS 30MAR26 PE 960,30MAR2026,PE,960.00,0.05,375,VOLTAS26330960PE,VOLTAS30MAR960PE
102165926,165926,NSEFO,OPTSTK,VOLTAS,VOLTAS 30MAR26 CE 1000,30MAR2026,CE,1000.00,0.05,375,VOLTAS263301000CE,VOLTAS30MAR1000CE
102165927,165927,NSEFO,OPTSTK,VOLTAS,VOLTAS 30MAR26 PE 1000,30MAR2026,PE,1000.00,0.05,375,VOLTAS263301000PE,VOLTAS30MAR1000PE
102165928,165928,NSEFO,OPTSTK,VOLTAS,VOLTAS 30MAR26 CE 1040,30MAR2026,CE,1040.00,0.05,375,VOLTAS263301040CE,VOLTAS30MAR1040CE
